player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Tarell Brown,3763,CB,OAK,14,1,10.2,62.7,99.8,11.4,7.1,0,0,2,3.0,23,57.7,59.8,67.9,59.4,68.1,78.5,0,33,4.7,2,2,7,91.7,42,523,524,11,40,67,1,521,194,1.1,12.4
Corey Graham,3784,CB,BUF,16,4,12.7,47.8,99.8,13.9,6.6,0,2,11,15.9,4,77.0,79.3,60.5,60.0,83.1,86.0,2,51,3.8,2,11,4,60.9,33,489,490,8,46,69,2,354,140,0.8,10.7
William Gay,3786,CB,PIT,16,3,10.6,61.0,99.7,8.5,5.2,0,1,9,8.6,25,74.9,74.9,89.9,53.7,64.7,48.2,3,80,17.5,11,9,1,93.3,64,579,581,12,49,105,5,918,327,1.7,14.3
Adam Hayward,3798,LB,WAS,4,0,3.0,100.0,81.8,9.0,9.0,0,0,0,0.0,32,62.7,59.9,73.9,57.2,58.5,69.9,0,6,,0,0,0,91.7,1,9,11,0,0,1,0,6,3,0.7,6.0
Desmond Bishop,3808,LB,SF,1,0,,,100.0,,,0,0,0,,28,60.0,28.6,67.8,,47.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Trumaine McBride,3837,CB,NYG,5,2,6.5,75.0,98.6,11.0,8.3,0,0,0,0.0,21,80.5,74.9,81.8,76.0,37.7,55.9,1,31,13.3,2,0,0,91.4,12,140,142,5,11,16,1,123,75,0.9,10.3
Alan Ball,3853,CB,JAX,7,1,12.1,51.2,99.7,13.8,7.1,2,0,1,2.4,15,61.7,66.1,87.0,58.8,84.4,58.1,1,23,15.0,3,1,3,64.5,21,305,306,3,16,41,1,214,61,0.7,10.2
Craig Dahl,3920,S,SF,9,1,11.7,77.8,97.6,16.1,12.6,0,0,1,11.1,28,58.9,56.0,85.9,50.6,49.8,55.8,1,27,8.3,1,1,1,110.0,7,120,123,2,10,9,1,99,29,0.9,14.1
Jason Trusnik,4083,LB,MIA,15,2,7.7,82.4,82.6,12.6,10.4,0,0,0,0.0,17,54.3,65.0,78.3,65.2,72.2,82.1,1,34,0.0,0,0,0,122.8,14,185,224,3,8,17,2,169,77,1.0,12.1
James Ihedigbo,4147,S,DET,13,4,8.7,67.4,95.7,17.1,11.6,0,3,5,11.6,11,85.1,84.6,46.3,92.9,65.9,48.5,4,23,17.4,8,5,3,66.9,29,536,560,11,34,43,2,329,165,0.7,11.3
Keith Rivers,4323,LB,BUF,9,1,4.2,82.4,92.2,6.6,5.4,0,0,0,0.0,4,47.4,50.3,79.0,52.3,58.1,34.9,0,24,36.4,4,0,0,96.3,14,107,116,2,6,17,0,121,102,1.3,8.6
Jerod Mayo,4324,LB,NE,6,0,2.1,83.3,83.7,10.3,8.6,0,0,0,0.0,19,56.4,65.8,80.1,61.4,72.7,83.3,0,38,11.8,2,0,0,145.8,15,164,196,5,15,18,2,182,158,1.2,12.1
Leodis McKelvin,4325,CB,BUF,10,2,11.3,68.9,99.7,7.9,5.4,1,3,3,4.9,4,62.7,63.6,86.2,59.5,63.6,45.5,4,56,8.9,4,3,5,79.2,42,354,355,11,39,61,2,529,179,1.6,12.6
Dominique Rodgers-Cromartie,4330,CB,NYG,16,0,11.0,56.8,99.8,10.4,5.9,0,0,8,10.8,21,76.2,77.1,87.8,59.7,71.8,59.4,2,67,18.4,7,8,5,88.3,42,470,471,7,31,74,5,492,192,1.1,11.7
Aqib Talib,4334,CB,DEN,15,1,11.5,57.9,99.8,10.7,6.2,0,1,8,8.4,10,72.0,75.0,64.8,80.9,84.9,68.3,4,39,10.0,6,8,3,72.2,55,623,624,14,53,95,4,578,212,1.0,10.5
Mike Jenkins,4339,CB,TB,1,1,14.3,33.3,93.3,14.0,4.7,1,0,0,0.0,30,61.3,56.0,75.6,60.0,46.6,29.6,0,26,0.0,0,0,1,105.6,1,14,15,0,0,3,1,26,0,1.9,26.0
Antoine Cason,4341,CB,BLT,12,8,8.0,80.0,99.8,7.1,5.7,2,1,3,4.3,3,39.6,48.5,87.0,59.4,91.0,78.4,2,59,9.8,5,3,8,122.6,56,416,417,5,38,70,6,659,283,1.6,11.8
Brandon Flowers,4349,CB,SD,14,2,12.4,56.0,99.8,10.8,6.1,0,1,2,2.7,27,78.5,79.0,87.7,62.2,67.5,73.0,3,77,2.4,1,2,1,84.2,42,496,497,13,39,75,4,618,273,1.4,14.7
Curtis Lofton,4351,LB,NO,16,5,4.0,71.0,84.2,10.0,7.1,1,0,0,0.0,20,58.2,50.2,64.4,44.2,48.1,57.3,0,67,17.2,11,0,2,110.1,49,522,620,14,48,69,3,568,439,1.2,11.6
Tracy Porter,4354,CB,WAS,3,0,21.0,37.5,100.0,17.3,6.5,0,0,1,12.5,32,45.3,44.0,79.4,,44.8,55.6,0,51,0.0,0,1,0,68.8,3,56,56,1,3,8,0,68,27,1.3,22.7
Quentin Groves,4366,ED,TEN,11,0,1.5,83.3,23.5,5.2,4.3,2,0,0,0.0,31,36.3,43.2,21.3,53.4,54.9,28.9,0,26,50.0,1,0,3,141.7,5,27,115,2,1,6,1,51,45,2.0,10.2
Jason Jones,4368,ED,DET,16,0,,,1.3,,,1,0,0,,11,57.9,60.3,13.0,59.3,73.1,57.0,0,,28.6,2,0,7,0.0,0,6,468,7,5,0,0,0,0,0.0,
Kendall Langford,4380,DI,SL,16,1,,,2.4,,,0,0,0,,26,59.9,67.2,87.3,59.2,67.1,48.9,0,,0.0,0,0,0,0.0,0,6,248,2,2,0,0,0,0,0.0,
Charles Godfrey,4381,S,ATL,7,2,5.9,82.4,93.9,9.4,7.8,0,0,0,0.0,2,34.5,34.2,82.9,44.5,60.4,43.7,0,21,25.0,5,0,1,139.3,14,138,147,3,13,17,3,135,60,1.0,9.6
Cliff Avril,4406,ED,SEA,16,0,2.5,50.0,2.5,10.0,5.0,0,0,0,0.0,29,38.9,68.1,32.6,74.6,62.0,25.9,0,4,71.4,5,0,4,56.3,1,12,478,6,2,2,0,4,8,0.4,4.0
Philip Wheeler,4407,LB,MIA,15,3,5.5,77.3,81.9,8.4,6.5,0,0,0,0.0,17,51.6,62.6,39.1,63.8,72.0,64.1,0,35,29.4,5,0,1,119.9,17,149,182,5,9,22,1,202,125,1.4,11.9
Thomas DeCoud,4412,S,CAR,12,1,12.9,58.8,97.6,38.7,22.8,0,1,2,11.8,5,61.9,56.0,22.9,42.2,47.9,56.8,1,23,7.4,2,2,3,88.2,10,403,413,4,24,17,3,90,28,0.2,9.0
Tyvon Branch,4414,S,OAK,3,1,2.0,80.0,93.0,18.3,14.6,0,0,0,0.0,23,58.6,64.9,81.1,68.6,70.5,73.2,0,26,0.0,0,0,0,100.0,4,80,86,3,8,5,0,40,32,0.5,10.0
William Hayes,4417,ED,SL,16,0,,,0.6,,,1,0,0,,26,55.1,71.9,32.6,66.2,77.3,30.8,0,,42.9,3,0,3,0.0,0,2,313,5,4,0,0,0,0,0.0,
Dwight Lowery,4427,S,ATL,16,7,10.5,63.4,94.2,12.4,7.9,0,0,1,1.4,2,62.0,67.5,91.1,70.8,75.5,67.9,2,57,10.0,7,1,0,79.6,45,588,624,11,56,71,0,621,229,1.1,13.8
Quintin Demps,4431,S,NYG,15,6,11.1,63.3,95.9,18.7,11.8,0,0,2,6.7,21,57.2,55.5,50.1,43.6,57.2,51.0,4,26,15.6,5,2,1,66.5,19,373,389,4,21,30,2,209,127,0.6,11.0
Red Bryant,4435,ED,JAX,16,0,,,2.7,,,0,0,0,,15,53.4,67.5,84.9,45.6,79.4,68.4,0,,,0,0,0,0.0,0,6,225,1,0,0,0,0,0,0.0,
Brandon Carr,4454,CB,DAL,16,7,13.1,58.3,99.5,11.8,6.9,6,0,6,7.1,9,53.6,56.4,66.8,91.3,65.0,31.3,0,72,20.4,10,6,8,116.6,49,619,622,7,32,84,6,849,316,1.5,17.3
Zackary Bowman,4456,CB,NYG,14,0,18.6,36.1,98.8,18.6,6.7,1,0,2,5.6,21,51.7,56.6,85.7,52.6,75.2,75.9,2,32,12.5,1,2,1,75.1,13,246,249,1,7,36,4,251,53,1.0,19.3
Orlando Scandrick,4457,CB,DAL,14,2,5.5,74.3,93.9,9.2,6.9,0,1,5,7.1,9,82.5,84.7,18.4,92.5,70.0,67.0,2,53,14.5,8,5,6,82.8,52,510,543,18,45,70,0,516,326,1.1,9.9
Letroy Guion,4466,DI,GB,16,0,,,0.8,,,1,0,0,,12,59.8,54.0,30.5,57.9,56.8,56.9,0,,0.0,0,0,4,0.0,0,2,255,4,2,0,0,0,0,0.0,
Kroy Biermann,4468,ED,ATL,16,3,4.3,88.9,18.9,5.4,4.8,0,0,0,0.0,2,37.6,61.5,72.6,57.7,72.3,59.2,0,29,42.1,8,0,1,103.0,16,92,487,7,8,18,0,157,115,1.8,9.8
Erik Walden,4481,ED,IND,15,0,4.0,85.7,25.4,15.7,13.4,0,0,0,0.0,14,72.9,63.9,28.1,62.6,61.9,74.6,0,26,0.0,0,0,4,94.0,6,101,397,12,5,7,0,46,21,0.5,7.7
Geno Hayes,4489,LB,JAX,16,4,7.3,71.4,94.1,12.1,8.6,0,0,0,0.0,15,58.3,68.2,76.4,92.9,66.7,87.2,0,47,5.6,1,0,0,108.5,20,257,273,6,13,28,1,235,129,1.0,11.8
Nick Hayden,4495,DI,DAL,16,1,6.5,100.0,3.8,5.5,5.5,0,0,0,0.0,9,54.8,44.4,87.1,48.2,46.7,70.6,0,16,0.0,0,0,0,106.3,2,12,314,2,4,2,0,19,6,1.7,9.5
Ahtyba Rubin,4504,DI,CLV,13,0,,,3.0,,,1,0,0,,8,63.2,50.3,68.0,48.7,54.0,57.6,0,,0.0,0,0,1,0.0,0,6,203,1,1,0,0,0,0,0.0,
Ryan Mundy,4508,S,CHI,16,3,7.7,68.0,98.0,15.6,10.6,1,2,0,0.0,6,75.7,75.4,37.5,78.5,72.4,89.2,4,41,7.5,4,0,2,75.9,34,552,563,12,46,50,3,366,173,0.7,10.8
Joe Mays,4514,LB,KC,4,0,3.4,40.0,90.9,18.5,7.4,0,0,0,0.0,16,65.2,53.9,82.8,52.0,48.6,68.4,0,3,0.0,0,0,0,47.9,2,40,44,2,6,5,0,5,5,0.1,2.5
Andy Studebaker,4517,ED,IND,12,0,-0.5,75.0,30.4,9.3,7.0,0,0,0,0.0,14,31.4,67.0,47.9,54.6,89.9,58.2,0,14,66.7,2,0,1,99.0,3,28,92,0,1,4,0,33,31,1.2,11.0
Cary Williams,4543,CB,PHI,16,1,12.0,56.6,99.9,11.8,6.7,0,2,6,6.1,24,65.6,65.4,52.5,57.9,64.4,67.8,2,46,10.2,5,6,7,89.5,56,703,704,9,43,99,5,757,208,1.1,13.5
Wesley Woodyard,4583,LB,TEN,16,6,4.3,71.1,80.4,12.8,9.1,0,0,1,2.6,31,59.7,54.8,69.0,63.7,49.4,49.1,2,24,17.6,6,1,1,106.8,27,362,450,12,22,38,6,254,202,0.7,9.4
JoLonn Dunbar,4588,LB,SL,15,1,3.3,84.2,71.3,7.3,6.2,0,0,0,0.0,26,30.2,38.7,40.8,56.8,50.9,36.4,0,30,8.3,1,0,1,107.7,16,122,171,4,10,19,0,187,142,1.6,11.7
Elbert Mack,4624,CB,HST,3,0,16.5,100.0,100.0,5.5,5.5,0,0,0,0.0,13,30.0,35.6,73.8,,66.5,56.1,0,34,33.3,1,0,0,118.8,2,11,11,0,2,2,0,43,10,3.9,21.5
Husain Abdullah,4652,S,KC,16,1,5.1,65.3,92.0,17.0,11.1,1,1,6,12.2,16,80.5,72.7,91.8,55.4,50.5,76.2,1,43,5.7,2,6,3,76.0,32,573,623,8,32,49,0,329,226,0.6,10.3
Leger Douzable,4654,DI,NYJ,16,0,3.0,100.0,5.8,10.0,10.0,0,0,0,0.0,22,59.3,65.0,85.1,49.6,76.1,69.5,0,6,0.0,0,0,0,91.7,1,11,189,3,2,1,0,6,3,0.6,6.0
David Hawthorne,4693,LB,NO,12,2,4.7,66.7,89.3,9.9,6.6,0,1,3,5.6,20,48.2,53.6,79.4,65.3,57.4,51.4,0,48,23.3,7,3,0,101.9,36,383,429,10,21,54,2,413,284,1.2,11.5
Ropati Pitoitua,4707,DI,TEN,12,0,,,1.1,,,0,0,0,,31,52.9,68.6,85.1,49.5,79.9,50.8,0,,100.0,3,0,0,0.0,0,2,184,2,0,0,0,0,0,0.0,
Danny Lansanah,4713,LB,TB,15,2,5.8,82.1,93.0,9.0,7.4,0,0,2,5.1,30,63.2,64.5,50.5,66.6,64.5,75.9,3,37,6.5,2,2,3,84.4,32,306,329,11,27,39,2,306,131,1.1,9.6
Kyle Arrington,4742,CB,NE,14,1,10.6,55.6,98.8,11.9,6.6,0,1,3,6.7,19,67.1,70.7,54.0,97.4,53.5,62.1,0,24,10.7,3,3,2,83.4,25,320,324,4,24,45,1,298,123,1.0,11.9
Wallace Gilberry,4763,ED,CIN,16,1,-0.3,33.3,3.2,17.0,5.7,0,1,0,0.0,7,63.0,61.9,48.3,61.1,62.6,38.1,0,0,50.0,5,0,3,42.4,1,17,528,6,4,3,0,0,6,0.0,0.0
Jameel McClain,4788,LB,NYG,16,9,5.1,77.2,87.4,10.7,8.2,0,0,2,3.5,21,53.3,51.4,66.1,64.2,48.4,74.4,0,32,12.8,6,2,1,118.0,44,501,573,10,32,57,3,466,242,1.0,10.6
Jerrell Freeman,4888,LB,IND,12,8,2.9,69.6,80.6,9.1,6.3,0,1,5,8.9,14,89.0,67.3,62.5,56.3,42.5,67.8,0,34,7.1,3,5,2,98.7,39,373,463,16,31,56,2,358,279,1.0,9.2
Cameron Wake,4907,ED,MIA,16,0,6.0,33.3,6.7,30.0,10.0,1,0,0,0.0,17,51.5,85.8,59.1,91.0,61.5,51.6,0,11,16.7,1,0,3,84.7,1,32,481,15,5,3,1,11,6,0.4,11.0
Tyson Jackson,4926,DI,ATL,16,1,,,1.3,,,0,0,0,,2,61.2,67.1,59.4,64.1,66.0,77.0,0,,0.0,0,0,3,0.0,0,3,224,1,1,0,0,0,0,0.0,
Brian Orakpo,4936,ED,WAS,7,0,-0.8,75.0,20.4,14.7,11.0,0,1,0,0.0,32,66.3,71.2,84.3,63.9,69.8,56.5,0,6,37.5,3,0,0,77.1,3,49,240,4,5,4,0,6,13,0.1,2.0
Malcolm Jenkins,4937,S,PHI,16,6,9.4,61.0,97.2,17.9,10.9,0,5,11,18.6,24,75.7,75.9,65.8,38.7,79.1,72.6,3,40,9.8,5,11,2,81.8,36,687,707,8,40,59,3,469,206,0.7,13.0
Brian Cushing,4938,LB,HST,14,6,1.6,75.0,73.0,15.7,11.8,1,0,2,8.3,13,58.1,58.3,58.8,70.1,54.0,52.3,0,43,20.0,4,2,4,128.1,18,300,411,6,10,24,2,206,171,0.7,11.4
Larry English,4939,ED,TB,12,0,,,0.7,,,0,0,0,,30,60.0,46.4,54.6,61.6,38.2,40.2,0,,,0,0,1,0.0,0,1,147,1,0,0,0,0,0,0.0,
Robert Ayers,4941,ED,NYG,12,0,,,2.0,,,0,0,0,,21,61.2,78.6,84.8,84.8,54.4,29.5,0,,60.0,3,0,0,0.0,0,5,254,6,2,0,0,0,0,0.0,
Vontae Davis,4948,CB,IND,15,5,14.2,43.7,99.0,15.5,6.7,1,2,7,9.9,14,90.7,91.6,63.7,82.3,91.2,80.0,4,30,5.4,2,7,7,38.8,31,506,511,5,30,71,0,405,119,0.8,13.1
Clay Matthews,4949,ED,GB,16,0,2.7,81.8,29.9,8.9,7.3,0,0,0,0.0,12,77.2,72.9,70.1,70.5,60.1,74.8,1,26,12.5,2,0,2,79.9,18,168,561,17,14,22,0,170,113,1.1,9.4
Louis Delmas,4956,S,MIA,13,2,7.1,72.2,95.7,36.0,26.0,1,1,2,11.1,17,63.7,65.6,60.5,64.6,67.7,58.6,1,21,12.5,3,2,2,96.5,13,486,508,4,19,18,2,88,49,0.2,6.8
Patrick Chung,4957,S,NE,16,4,9.2,61.5,96.6,14.1,8.7,0,0,4,7.7,19,68.2,75.8,61.6,58.4,89.4,69.9,1,33,18.4,7,4,3,106.8,32,488,505,10,27,52,5,367,157,0.8,11.5
James Laurinaitis,4958,LB,SL,16,10,4.8,76.5,78.1,12.0,9.2,0,0,0,0.0,26,66.7,61.2,82.5,55.4,55.5,89.4,0,28,7.7,4,0,0,97.8,39,492,630,16,38,51,0,392,255,0.8,10.1
Rey Maualuga,4961,LB,CIN,12,4,3.4,75.8,90.0,7.2,5.5,0,0,4,12.1,7,65.9,64.1,39.2,53.7,63.3,45.5,1,22,20.0,5,4,1,92.2,25,198,220,7,16,33,1,234,146,1.3,9.4
Darius Butler,4964,CB,IND,14,1,8.0,60.4,96.7,12.0,7.2,2,0,5,9.4,14,62.9,63.3,86.7,52.6,62.4,35.2,0,63,21.4,9,5,5,102.6,32,405,419,8,32,53,3,398,183,1.0,12.4
Jairus Byrd,4965,S,NO,4,2,11.8,62.5,95.1,29.6,18.5,1,0,1,12.5,20,58.8,53.2,85.1,59.6,39.5,37.2,0,23,12.5,2,1,1,93.8,5,155,163,3,12,8,0,76,13,0.5,15.2
Everette Brown,4966,ED,WAS,6,0,13.7,100.0,22.2,2.0,2.0,0,0,0,0.0,32,28.9,36.4,78.3,56.9,48.9,41.4,0,73,50.0,1,0,0,158.3,3,6,27,0,1,3,1,101,60,16.8,33.7
Connor Barwin,4969,ED,PHI,16,2,3.9,65.2,38.8,15.2,9.9,1,0,0,0.0,24,56.3,68.8,70.5,74.6,63.6,77.1,0,56,6.3,1,0,3,128.6,15,238,613,21,13,23,3,180,155,0.8,12.0
Mike Mitchell,4970,S,PIT,16,3,10.3,75.0,97.1,31.6,23.7,1,1,0,0.0,25,52.0,58.4,37.4,46.4,82.4,78.3,0,41,14.6,6,0,4,128.8,18,605,623,5,32,24,2,210,58,0.4,11.7
William Moore,4978,S,ATL,7,1,12.0,75.0,95.9,19.8,14.8,0,0,0,0.0,2,40.5,42.3,82.8,59.2,59.6,47.0,0,30,38.5,5,0,1,109.0,9,188,196,0,7,12,0,128,55,0.7,14.2
Paul Kruger,4980,ED,CLV,16,0,1.7,50.0,11.9,20.3,10.2,0,1,1,16.7,8,70.2,71.3,34.0,74.4,62.5,32.7,0,21,60.0,3,1,6,70.1,3,65,547,13,2,6,0,38,44,0.6,12.7
Sherrod Martin,4982,S,JAX,8,1,8.4,80.0,96.2,8.9,7.1,0,0,0,0.0,15,66.9,65.3,0.0,69.0,60.8,31.4,1,33,35.7,5,0,1,106.7,8,75,78,3,8,10,2,96,40,1.4,12.0
Sean Smith,4984,CB,KC,16,1,12.5,57.0,99.5,12.1,6.9,0,2,9,10.5,16,87.5,87.1,90.0,37.7,74.6,63.3,1,42,15.0,6,9,0,85.3,49,624,627,4,33,86,3,597,168,1.0,12.2
Bradley Fletcher,4989,CB,PHI,15,3,15.8,53.0,100.0,9.8,5.2,0,4,18,15.7,24,46.9,53.6,88.1,,82.2,64.9,1,80,13.2,7,18,6,107.6,61,640,640,3,43,115,9,1072,362,1.8,17.6
Jason Williams,4992,LB,TB,1,1,5.0,100.0,100.0,13.0,13.0,0,0,0,0.0,30,55.6,62.4,68.8,,66.5,47.2,0,12,50.0,1,0,0,116.7,1,14,14,0,0,1,0,12,7,0.9,12.0
Michael Johnson,4993,ED,TB,14,1,,,1.8,,,0,0,0,,30,53.3,59.2,83.9,54.4,65.9,29.1,0,,42.9,3,0,0,0.0,0,7,379,4,3,0,0,0,0,0.0,
Matt Shaughnessy,4994,ED,ARZ,8,1,-6.0,100.0,15.6,13.0,13.0,0,0,0,0.0,1,73.8,66.6,82.4,51.1,71.6,71.6,0,6,0.0,0,0,0,79.2,2,28,180,2,2,2,0,5,17,0.2,2.5
Terrance Knighton,4995,DI,DEN,16,0,6.0,100.0,3.3,10.0,10.0,0,0,0,0.0,10,67.0,73.3,59.7,55.7,79.9,55.1,0,8,33.3,1,0,1,100.0,1,10,301,4,2,1,0,8,2,0.8,8.0
DeAndre Levy,4999,LB,DET,16,4,2.6,78.8,89.3,7.4,5.9,1,1,2,2.0,11,61.0,72.6,61.5,74.0,83.5,69.6,1,29,15.8,12,2,3,97.8,78,625,700,33,60,99,2,679,543,1.2,8.7
Brandon Tate,5006,WR,CIN,1,0,,,100.0,,,0,0,0,,7,,60.0,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Lardarius Webb,5011,CB,BLT,13,1,12.1,64.4,98.8,10.4,6.7,1,2,3,4.1,3,60.0,62.1,60.7,47.0,78.3,58.9,1,62,11.9,5,3,4,96.3,47,515,521,9,36,73,2,650,214,1.3,13.8
Chris Owens,5013,CB,KC,11,4,8.7,64.9,95.7,8.5,5.5,1,1,4,7.0,16,50.0,53.6,44.9,79.7,67.9,58.1,0,44,14.3,4,4,2,113.3,37,335,350,9,20,57,4,462,234,1.5,12.5
Jerraud Powers,5015,CB,ARZ,16,3,8.2,64.7,89.6,8.4,5.5,0,4,5,5.9,1,75.0,70.4,59.5,42.9,58.3,70.0,3,54,8.2,4,5,3,82.4,55,492,549,12,42,85,2,679,333,1.5,12.3
Rashad Johnson,5018,S,ARZ,16,7,9.3,75.0,98.2,19.0,14.3,0,1,2,4.5,1,54.1,55.8,89.3,89.7,51.5,54.7,4,80,11.4,8,2,0,86.4,33,669,681,11,55,44,1,610,353,1.0,18.5
Keenan Lewis,5019,CB,NO,16,2,13.1,57.1,99.8,10.3,5.9,5,0,9,9.9,20,51.8,50.2,29.9,60.0,50.3,41.6,2,40,15.9,7,9,7,97.9,52,572,573,8,35,91,7,693,270,1.3,13.3
Kaluka Maiava,5027,LB,OAK,3,1,2.3,66.7,88.1,6.0,4.0,0,0,0,0.0,23,50.1,41.7,76.8,52.3,45.3,59.0,0,10,0.0,0,0,0,111.8,6,37,42,1,2,9,1,37,30,1.0,6.2
Henry Melton,5028,DI,DAL,16,1,-2.0,0.0,1.9,,6.0,0,0,0,0.0,9,65.7,71.3,86.2,75.8,48.9,76.3,0,,0.0,0,0,0,39.6,0,6,315,8,3,1,0,0,0,0.0,
Victor Butler,5033,LB,IND,2,0,,,14.3,,,0,0,0,,14,61.3,62.9,74.5,57.2,64.1,,0,,,0,0,0,0.0,0,2,14,0,0,0,0,0,0,0.0,
Glover Quin,5035,S,DET,16,6,10.3,68.6,99.9,26.9,18.5,0,1,1,2.9,11,90.8,90.1,64.9,60.0,77.3,82.0,7,50,6.9,4,1,2,79.8,24,696,697,8,48,35,3,265,61,0.4,11.0
David Bruton,5037,S,DEN,6,3,5.9,71.4,97.0,12.5,8.9,0,1,1,7.1,10,80.5,83.5,81.0,51.9,69.0,83.6,0,18,0.0,0,1,1,81.8,10,131,135,5,14,14,0,68,54,0.5,6.8
Sammie Lee Hill,5038,DI,TEN,15,0,,,2.3,,,0,0,1,,31,57.9,57.5,72.3,50.5,63.6,39.8,0,,,0,1,0,0.0,0,7,310,3,0,0,0,0,0,0.0,
Greg Toler,5055,CB,IND,15,0,13.0,57.6,99.8,9.7,5.6,5,2,7,7.1,14,45.6,51.6,88.4,94.8,69.5,38.5,2,59,19.6,10,7,11,102.6,57,587,588,11,41,99,8,808,279,1.5,14.2
Jasper Brinkley,5074,LB,MIN,16,4,2.2,82.6,92.0,8.9,7.4,1,0,0,0.0,18,39.7,67.8,79.4,67.8,84.8,88.7,0,29,5.6,1,0,1,125.4,19,183,199,3,13,23,2,164,127,1.0,8.6
Don Carey,5101,S,DET,5,1,-1.4,85.7,91.3,6.3,5.4,0,0,0,0.0,11,78.0,72.1,0.0,52.7,68.5,69.9,0,10,14.3,1,0,1,84.5,6,42,46,3,5,7,0,30,45,0.8,5.0
Jarius Wynn,5106,ED,BUF,11,0,,,1.1,,,0,0,0,,4,61.2,63.0,43.2,58.5,68.6,42.6,0,,0.0,0,0,2,0.0,0,2,187,3,1,0,0,0,0,0.0,
Brice McCain,5112,CB,PIT,13,1,8.1,64.7,95.6,11.7,7.6,1,0,1,2.0,25,64.4,64.0,0.0,41.0,84.0,61.0,3,45,15.0,3,1,4,72.5,33,409,428,3,16,51,1,422,231,1.1,12.8
Jason McCourty,5127,CB,TEN,16,4,12.7,67.2,99.0,6.9,4.6,1,1,8,6.4,31,59.4,62.6,89.3,43.5,74.7,90.1,3,50,0.0,0,8,2,90.8,84,607,613,13,68,125,3,1040,243,1.8,12.4
Captain Munnerlyn,5140,CB,MIN,16,5,8.6,69.9,96.2,9.7,6.8,1,1,2,2.4,18,64.7,67.8,46.6,48.0,83.5,81.7,2,56,8.7,4,2,8,104.4,58,607,631,10,37,83,5,678,332,1.2,11.7
E.J. Biggers,5141,CB,WAS,14,1,10.4,68.9,95.7,10.3,7.1,0,0,3,6.7,32,44.5,44.5,42.6,43.9,63.7,44.4,0,38,20.8,5,3,2,133.7,31,336,351,5,18,45,5,401,223,1.3,12.9
Brad Jones,5142,LB,GB,9,1,3.3,62.5,74.3,10.4,6.5,0,0,2,12.5,12,56.2,35.6,0.0,49.2,28.9,28.4,0,21,30.0,3,2,4,80.7,10,110,148,3,6,16,0,102,95,1.0,10.2
Ellis Lankster,5144,CB,NYJ,1,0,,,100.0,,,0,0,0,,22,60.0,61.3,64.4,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jamarca Sanford,5155,S,NO,2,0,3.5,50.0,91.5,41.0,20.5,0,0,0,0.0,20,66.5,71.0,79.6,50.3,72.4,58.9,0,5,25.0,1,0,0,56.3,1,43,47,0,3,2,0,5,2,0.1,5.0
Tony Carter,5191,CB,DEN,5,0,9.3,58.3,97.3,10.1,5.9,1,0,1,8.3,10,50.2,51.2,79.1,56.0,61.5,78.9,0,20,0.0,0,1,1,119.4,7,73,75,1,5,12,2,84,19,1.2,12.0
Desmond Bryant,5204,DI,CLV,15,1,,,0.7,,,1,0,0,,8,67.1,57.2,66.1,52.5,60.7,70.7,0,,0.0,0,0,2,0.0,0,3,447,8,2,0,0,0,0,0.0,
Steve McLendon,5232,DI,PIT,12,0,,,0.6,,,0,0,0,,25,58.9,72.6,59.0,56.8,79.4,66.6,0,,0.0,0,0,1,0.0,0,1,156,1,1,0,0,0,0,0.0,
Colt Anderson,5242,S,IND,7,0,,,84.0,,,0,0,0,,14,67.2,66.8,77.4,50.0,62.3,80.6,0,,0.0,0,0,0,0.0,0,21,25,0,2,0,0,0,0,0.0,
Michael Bennett,5273,ED,SEA,16,0,1.0,100.0,0.6,3.0,3.0,1,0,0,0.0,29,67.2,79.0,0.0,81.0,79.8,61.9,0,1,50.0,1,0,13,79.2,1,3,530,7,1,1,0,1,0,0.3,1.0
Ashlee Palmer,5281,LB,DET,14,1,-0.2,80.0,75.3,8.5,6.8,0,0,1,10.0,11,48.8,63.5,73.5,77.5,68.7,40.6,0,12,42.9,3,1,0,132.5,8,73,97,2,3,10,2,63,77,0.9,7.9
Ramon Humber,5310,LB,NO,14,1,7.0,80.0,81.7,10.2,8.1,0,0,0,0.0,20,31.4,38.4,81.4,59.8,48.0,50.8,0,23,21.1,4,0,0,102.5,20,214,262,6,14,25,0,215,81,1.1,10.8
Dan Skuta,5349,ED,SF,13,0,2.8,81.8,43.2,8.8,7.2,2,0,0,0.0,28,48.2,68.9,64.3,77.6,70.1,77.0,0,34,10.0,1,0,4,95.8,9,86,199,7,9,11,0,77,56,1.0,8.6
